gm1,gm3_a0,gm3_0a,gm5_a00,gm5_0a0,gm5_00a,frequency
84,-0.005,0.0,0.0012,0.005,-0.01,-0.005,8844.993575326276
85,-0.005,0.0,0.0012,0.005,0.005,0.005,9141.91518416977
86,-0.005,0.0,0.0012,0.005,0.005,0.01,9104.97239236044
87,-0.005,0.0,0.0012,0.005,0.005,-0.01,9217.5456648025
88,-0.005,0.0,0.0012,0.005,0.005,-0.005,9192.656464668964
89,-0.005,0.0,0.0012,0.005,0.005,0.0,9169.96055472792
90,-0.005,0.0,0.0012,0.005,0.0,0.0,9278.802501024682
91,-0.005,0.0,0.0012,0.005,0.0,0.005,9278.386182384402
92,-0.005,0.0,0.0012,0.005,0.0,0.01,9280.276740961248
93,-0.005,0.0,0.0012,0.005,0.0,-0.01,9280.271538915555
94,-0.005,0.0,0.0012,0.005,0.0,-0.005,9278.383870599426
95,-0.005,0.0,0.0012,0.005,-0.005,0.005,9192.52549532028
96,-0.005,0.0,0.0012,0.005,-0.005,0.0,9169.870157594722
97,-0.005,0.0,0.0012,0.005,-0.005,-0.01,9104.81246917788
98,-0.005,0.0,0.0012,0.005,-0.005,-0.005,9141.81957105677
99,-0.005,0.0,0.0012,0.005,-0.005,0.01,9217.37496327992
100,-0.005,0.0,0.0012,0.01,0.005,0.0,8980.320315760702
101,-0.005,0.0,0.0012,0.01,0.005,0.01,8872.95028100292
102,-0.005,0.0,0.0012,0.01,0.005,-0.005,9019.686862209024
103,-0.005,0.0,0.0012,0.01,0.005,-0.01,9051.557759105624
104,-0.005,0.0,0.0012,0.01,0.005,0.005,8936.3841030025
105,-0.005,0.0,0.0012,0.01,0.0,0.005,9071.705079759
106,-0.005,0.0,0.0012,0.01,0.0,0.01,9058.908790889998
107,-0.005,0.0,0.0012,0.01,0.0,-0.005,9071.710032525625
108,-0.005,0.0,0.0012,0.01,0.0,-0.01,9058.880808491407
109,-0.005,0.0,0.0012,0.01,0.0,0.0,9079.70937142508
110,-0.005,0.0,0.0012,0.01,-0.005,0.01,9051.441118239843
111,-0.005,0.0,0.0012,0.01,-0.005,0.005,9019.618292532241
112,-0.005,0.0,0.0012,0.01,-0.005,0.0,8980.227446739844
113,-0.005,0.0,0.0012,0.01,-0.005,-0.005,8936.306964689766
114,-0.005,0.0,0.0012,0.01,-0.005,-0.01,8872.883024944324
115,-0.005,0.0,0.0012,0.01,-0.01,-0.01,8560.101023222596
116,-0.005,0.0,0.0012,0.01,-0.01,-0.005,8655.006424450368
117,-0.005,0.0,0.0012,0.01,-0.01,0.0,8725.1663671428
118,-0.005,0.0,0.0012,0.01,-0.01,0.01,8832.252617404225
119,-0.005,0.0,0.0012,0.01,-0.01,0.005,8780.84498418257
120,-0.005,0.0,0.0012,0.01,0.01,-0.005,8781.032022679921
121,-0.005,0.0,0.0012,0.01,0.01,-0.01,8832.475915450008
122,-0.005,0.0,0.0012,0.01,0.01,0.0,8725.272666452223
123,-0.005,0.0,0.0012,0.01,0.01,0.005,8655.117319291689
124,-0.005,0.0,0.0012,0.01,0.01,0.01,8560.182071647505
125,-0.005,0.0,0.0,-0.01,-0.01,-0.01,9897.277760113968
126,-0.005,0.0,0.0,-0.01,-0.01,-0.005,9762.41438991476
127,-0.005,0.0,0.0,-0.01,-0.01,0.005,9376.735437267025
128,-0.005,0.0,0.0,-0.01,-0.01,0.0,9595.211999253408
129,-0.005,0.0,0.0,-0.01,-0.01,0.01,9094.9980125546
130,-0.005,0.0,0.0,-0.01,-0.005,0.0,9856.140146829024
131,-0.005,0.0,0.0,-0.01,-0.005,-0.005,9937.2607153561
132,-0.005,0.0,0.0,-0.01,-0.005,0.005,9659.937490170361
133,-0.005,0.0,0.0,-0.01,-0.005,0.01,9376.27335328328
134,-0.005,0.0,0.0,-0.01,-0.005,-0.01,9761.980245874756
135,-0.005,0.0,0.0,-0.01,0.005,0.0,9856.288468860963
136,-0.005,0.0,0.0,-0.01,0.005,0.005,9937.324115632384
137,-0.005,0.0,0.0,-0.01,0.005,0.01,9761.525956189224
138,-0.005,0.0,0.0,-0.01,0.005,-0.005,9660.363461973904
139,-0.005,0.0,0.0,-0.01,0.005,-0.01,9376.795667828736
140,-0.005,0.0,0.0,-0.01,0.0,0.0,9952.20943529912
141,-0.005,0.0,0.0,-0.01,0.0,0.005,9856.147493409424
142,-0.005,0.0,0.0,-0.01,0.0,-0.005,9856.317458304144
143,-0.005,0.0,0.0,-0.01,0.0,0.01,9594.519077011457
144,-0.005,0.0,0.0,-0.01,0.0,-0.01,9595.0059027182
145,-0.005,0.0,0.0,-0.01,0.01,-0.01,9094.850574689477
146,-0.005,0.0,0.0,-0.01,0.01,-0.005,9377.3057955201
147,-0.005,0.0,0.0,-0.01,0.01,0.005,9762.799140106883
148,-0.005,0.0,0.0,-0.01,0.01,0.0,9595.684540729226
149,-0.005,0.0,0.0,-0.01,0.01,0.01,9897.001392538275
150,-0.005,0.0,0.0,0.0,-0.005,-0.005,10220.564183401637
151,-0.005,0.0,0.0,0.0,-0.005,0.005,10220.875563935717
152,-0.005,0.0,0.0,0.0,-0.005,0.0,10384.863000197904
153,-0.005,0.0,0.0,0.0,-0.005,-0.01,9856.24855880688
154,-0.005,0.0,0.0,0.0,-0.005,0.01,9856.024190355121
155,-0.005,0.0,0.0,0.0,0.01,-0.01,9596.065795359122
156,-0.005,0.0,0.0,0.0,0.01,0.01,9595.679642851599
157,-0.005,0.0,0.0,0.0,0.01,0.005,9856.15682555604
158,-0.005,0.0,0.0,0.0,0.01,-0.005,9856.353198772224
159,-0.005,0.0,0.0,0.0,0.01,0.0,9953.456084806081
160,-0.005,0.0,0.0,0.0,0.0,-0.005,10383.324274365605
161,-0.005,0.0,0.0,0.0,0.0,0.005,10382.285546037001
162,-0.005,0.0,0.0,0.0,0.0,-0.01,9951.674525286402
163,-0.005,0.0,0.0,0.0,0.0,0.01,9950.64524803224
164,-0.005,0.0,0.0,0.0,0.0,0.0,10773.009683472099
165,-0.005,0.0,0.0,0.0,-0.01,0.0,9953.306035790049
166,-0.005,0.0,0.0,0.0,-0.01,0.01,9595.527221524644
167,-0.005,0.0,0.0,0.0,-0.01,-0.01,9595.226888442441
168,-0.005,0.0,0.0,0.0,-0.01,0.005,9855.9306711616
169,-0.005,0.0,0.0,0.0,-0.01,-0.005,9856.10798075249
170,-0.005,0.0,0.0,0.0,0.005,0.0,10385.01973244489
171,-0.005,0.0,0.0,0.0,0.005,0.01,9856.0619158454
172,-0.005,0.0,0.0,0.0,0.005,-0.005,10221.414627424143
173,-0.005,0.0,0.0,0.0,0.005,0.005,10221.035704343043
174,-0.005,0.0,0.0,0.0,0.005,-0.01,9856.4151490704
175,-0.005,0.0,0.0,-0.005,-0.005,0.005,9983.46623978621
176,-0.005,0.0,0.0,-0.005,-0.005,-0.005,10370.134838831882
177,-0.005,0.0,0.0,-0.005,-0.005,0.01,9659.285085482243
178,-0.005,0.0,0.0,-0.005,-0.005,0.0,10220.533045609105
179,-0.005,0.0,0.0,-0.005,-0.005,-0.01,9937.735624228864
180,-0.005,0.0,0.0,-0.005,-0.01,-0.01,9762.385538896224
181,-0.005,0.0,0.0,-0.005,-0.01,-0.005,9936.87991921
182,-0.005,0.0,0.0,-0.005,-0.01,0.01,9377.1586046329
183,-0.005,0.0,0.0,-0.005,-0.01,0.0,9855.89870398064
184,-0.005,0.0,0.0,-0.005,-0.01,0.005,9659.39614407953
185,-0.005,0.0,0.0,-0.005,0.005,-0.005,9983.267805020416
186,-0.005,0.0,0.0,-0.005,0.005,0.0,10221.022965855625
187,-0.005,0.0,0.0,-0.005,0.005,-0.01,9660.1338645604
188,-0.005,0.0,0.0,-0.005,0.005,0.005,10369.897159966862
189,-0.005,0.0,0.0,-0.005,0.005,0.01,9936.090239043722
190,-0.005,0.0,0.0,-0.005,0.01,-0.005,9659.896013952899
191,-0.005,0.0,0.0,-0.005,0.01,0.005,9937.044996433986
192,-0.005,0.0,0.0,-0.005,0.01,0.0,9856.24617611964
193,-0.005,0.0,0.0,-0.005,0.01,0.01,9762.838070055624
194,-0.005,0.0,0.0,-0.005,0.01,-0.01,9377.668548519769
195,-0.005,0.0,0.0,-0.005,0.0,0.01,9856.090309288336
196,-0.005,0.0,0.0,-0.005,0.0,-0.005,10220.367045580562
197,-0.005,0.0,0.0,-0.005,0.0,-0.01,9856.481467874597
198,-0.005,0.0,0.0,-0.005,0.0,0.0,10383.821953081599
199,-0.005,0.0,0.0,-0.005,0.0,0.005,10219.887250397764
200,-0.005,0.0,0.0,0.01,-0.01,0.005,9763.6336808322
201,-0.005,0.0,0.0,0.01,-0.01,0.01,9896.628730203602
202,-0.005,0.0,0.0,0.01,-0.01,-0.005,9378.108780884497
203,-0.005,0.0,0.0,0.01,-0.01,-0.01,9093.889873648322
204,-0.005,0.0,0.0,0.01,-0.01,0.0,9596.5005445929
205,-0.005,0.0,0.0,0.01,0.005,-0.005,9936.40004670905
206,-0.005,0.0,0.0,0.01,0.005,0.005,9659.81758286564
207,-0.005,0.0,0.0,0.01,0.005,0.0,9856.084948285488
208,-0.005,0.0,0.0,0.01,0.005,-0.01,9761.993485445602
209,-0.005,0.0,0.0,0.01,0.005,0.01,9376.44338956937
210,-0.005,0.0,0.0,0.01,0.01,-0.01,9896.635892894568
211,-0.005,0.0,0.0,0.01,0.01,0.0,9595.789747442403
212,-0.005,0.0,0.0,0.01,0.01,-0.005,9763.031732883024
213,-0.005,0.0,0.0,0.01,0.01,0.005,9377.284878849923
214,-0.005,0.0,0.0,0.01,0.01,0.01,9093.508239372544
215,-0.005,0.0,0.0,0.01,-0.005,-0.01,9376.775913732516
216,-0.005,0.0,0.0,0.01,-0.005,0.005,9936.378316155455
217,-0.005,0.0,0.0,0.01,-0.005,0.01,9761.668822140964
218,-0.005,0.0,0.0,0.01,-0.005,-0.005,9659.392409355263
219,-0.005,0.0,0.0,0.01,-0.005,0.0,9856.084948285488
220,-0.005,0.0,0.0,0.01,0.0,0.005,9856.077800283962
221,-0.005,0.0,0.0,0.01,0.0,0.01,9594.67051080732
222,-0.005,0.0,0.0,0.01,0.0,0.0,9951.15559051944
223,-0.005,0.0,0.0,0.01,0.0,-0.01,9595.017069488966
224,-0.005,0.0,0.0,0.01,0.0,-0.005,9856.091103511106
225,-0.005,0.0,0.0,0.005,0.005,0.0,10221.107080459082
226,-0.005,0.0,0.0,0.005,0.005,0.01,9659.71261544257
227,-0.005,0.0,0.0,0.005,0.005,0.005,9981.8880085412
228,-0.005,0.0,0.0,0.005,0.005,-0.005,10369.442380150682
229,-0.005,0.0,0.0,0.005,0.005,-0.01,9937.735424852483
230,-0.005,0.0,0.0,0.005,0.01,-0.01,9763.171052737602
231,-0.005,0.0,0.0,0.005,0.01,0.0,9856.086735286277
232,-0.005,0.0,0.0,0.005,0.01,0.01,9377.244594958276
233,-0.005,0.0,0.0,0.005,0.01,0.005,9659.610597089122
234,-0.005,0.0,0.0,0.005,0.01,-0.005,9937.0733069169
235,-0.005,0.0,0.0,0.005,-0.005,0.0,10221.8064987025
236,-0.005,0.0,0.0,0.005,-0.005,0.005,10369.549913394168
237,-0.005,0.0,0.0,0.005,-0.005,-0.01,9660.7568111442
238,-0.005,0.0,0.0,0.005,-0.005,0.01,9936.0804704121
239,-0.005,0.0,0.0,0.005,-0.005,-0.005,9982.306233666062
240,-0.005,0.0,0.0,0.005,0.0,0.0,10382.744275645504
241,-0.005,0.0,0.0,0.005,0.0,-0.005,10220.36017106521
242,-0.005,0.0,0.0,0.005,0.0,0.005,10220.054459661225
243,-0.005,0.0,0.0,0.005,0.0,-0.01,9856.237241045055
244,-0.005,0.0,0.0,0.005,0.0,0.01,9856.102619744835
245,-0.005,0.0,0.0,0.005,-0.01,0.0,9856.001555095607
246,-0.005,0.0,0.0,0.005,-0.01,-0.005,9659.787507871522
247,-0.005,0.0,0.0,0.005,-0.01,-0.01,9376.781336423524
248,-0.005,0.0,0.0,0.005,-0.01,0.01,9762.637690335721
249,-0.005,0.0,0.0,0.005,-0.01,0.005,9936.922783333226
250,-0.005,0.0,-0.0012,-0.01,-0.01,-0.01,8832.936805527024
251,-0.005,0.0,-0.0012,-0.01,-0.01,0.01,8560.47906744245
252,-0.005,0.0,-0.0012,-0.01,-0.01,0.0,9059.496621606544
253,-0.005,0.0,-0.0012,-0.01,-0.01,0.005,8873.335171417923
254,-0.005,0.0,-0.0012,-0.01,-0.01,-0.005,9052.136407856655
255,-0.005,0.0,-0.0012,-0.01,0.01,0.005,9052.088646276225
256,-0.005,0.0,-0.0012,-0.01,0.01,0.01,8832.792071214224
257,-0.005,0.0,-0.0012,-0.01,0.01,-0.005,8873.505859706944
258,-0.005,0.0,-0.0012,-0.01,0.01,-0.01,8560.69853306585
259,-0.005,0.0,-0.0012,-0.01,0.01,0.0,9059.536026744025
260,-0.005,0.0,-0.0012,-0.01,0.0,-0.01,8725.634163676608
261,-0.005,0.0,-0.0012,-0.01,0.0,-0.005,8980.913930723857
262,-0.005,0.0,-0.0012,-0.01,0.0,0.005,8980.835084183824
263,-0.005,0.0,-0.0012,-0.01,0.0,0.0,9077.71797168948
264,-0.005,0.0,-0.0012,-0.01,0.0,0.01,8725.659011047697
265,-0.005,0.0,-0.0012,-0.01,0.005,0.01,8781.379679688256
266,-0.005,0.0,-0.0012,-0.01,0.005,-0.01,8655.638869490596
267,-0.005,0.0,-0.0012,-0.01,0.005,-0.005,8936.969079375936
268,-0.005,0.0,-0.0012,-0.01,0.005,0.005,9020.2183335289
269,-0.005,0.0,-0.0012,-0.01,0.005,0.0,9072.362095106704
270,-0.005,0.0,-0.0012,-0.01,-0.005,0.0,9072.355046685921
271,-0.005,0.0,-0.0012,-0.01,-0.005,-0.005,9020.3171076225
272,-0.005,0.0,-0.0012,-0.01,-0.005,0.01,8655.455218020601
273,-0.005,0.0,-0.0012,-0.01,-0.005,0.005,8936.689634492355
274,-0.005,0.0,-0.0012,-0.01,-0.005,-0.01,8781.524367004944
275,-0.005,0.0,-0.0012,0.005,0.005,0.01,8845.262366055025
276,-0.005,0.0,-0.0012,0.005,0.005,-0.01,8918.723965488016
277,-0.005,0.0,-0.0012,0.005,0.005,-0.005,9193.030777526437
278,-0.005,0.0,-0.0012,0.005,0.005,0.005,9142.156705119876
279,-0.005,0.0,-0.0012,0.005,0.005,0.0,9278.825234102282
280,-0.005,0.0,-0.0012,0.005,-0.01,0.0,9280.742040945664
281,-0.005,0.0,-0.0012,0.005,-0.01,0.01,8931.0440066484
282,-0.005,0.0,-0.0012,0.005,-0.01,-0.005,9105.22048599584
283,-0.005,0.0,-0.0012,0.005,-0.01,-0.01,8779.683815801089
284,-0.005,0.0,-0.0012,0.005,-0.01,0.005,9217.780694007077
285,-0.005,0.0,-0.0012,0.005,0.01,-0.01,8931.184818462916
286,-0.005,0.0,-0.0012,0.005,0.01,0.0,9280.907162626225
287,-0.005,0.0,-0.0012,0.005,0.01,0.005,9105.089950154026
288,-0.005,0.0,-0.0012,0.005,0.01,-0.005,9217.826010440102
289,-0.005,0.0,-0.0012,0.005,0.01,0.01,8779.526775358641
290,-0.005,0.0,-0.0012,0.005,-0.005,0.01,8918.602706229316
291,-0.005,0.0,-0.0012,0.005,-0.005,0.005,9192.933171646224
292,-0.005,0.0,-0.0012,0.005,-0.005,0.0,9278.857021926977
293,-0.005,0.0,-0.0012,0.005,-0.005,-0.005,9142.2377865025
294,-0.005,0.0,-0.0012,0.005,-0.005,-0.01,8845.388392505625
295,-0.005,0.0,-0.0012,0.005,0.0,0.005,9170.253582396483
296,-0.005,0.0,-0.0012,0.005,0.0,-0.005,9170.329234090896
297,-0.005,0.0,-0.0012,0.005,0.0,-0.01,8887.4532074241
298,-0.005,0.0,-0.0012,0.005,0.0,0.0,9276.383899208196
299,-0.005,0.0,-0.0012,0.005,0.0,0.01,8887.354786381824
300,-0.005,0.0,-0.0012,0.01,0.005,-0.005,9020.044530427225
301,-0.005,0.0,-0.0012,0.01,0.005,0.005,8936.628376522565
302,-0.005,0.0,-0.0012,0.01,0.005,0.0,9072.099209914624
303,-0.005,0.0,-0.0012,0.01,0.005,-0.01,8781.25279813892
304,-0.005,0.0,-0.0012,0.01,0.005,0.01,8655.2505428928
305,-0.005,0.0,-0.0012,0.01,0.01,0.01,8560.29069194192
306,-0.005,0.0,-0.0012,0.01,0.01,0.0,9059.2114604121
307,-0.005,0.0,-0.0012,0.01,0.01,0.005,8873.127559398401
308,-0.005,0.0,-0.0012,0.01,0.01,-0.01,8832.668390104729
309,-0.005,0.0,-0.0012,0.01,0.01,-0.005,9051.869819929227
310,-0.005,0.0,-0.0012,0.01,-0.005,-0.01,8655.36590493996
311,-0.005,0.0,-0.0012,0.01,-0.005,0.0,9072.132546594048
312,-0.005,0.0,-0.0012,0.01,-0.005,0.01,8781.167523757458
313,-0.005,0.0,-0.0012,0.01,-0.005,0.005,9020.01451869505
314,-0.005,0.0,-0.0012,0.01,-0.005,-0.005,8936.7074069056
315,-0.005,0.0,-0.0012,0.01,0.0,-0.01,8725.525993954576
316,-0.005,0.0,-0.0012,0.01,0.0,-0.005,8980.6421390625
317,-0.005,0.0,-0.0012,0.01,0.0,0.0,9077.46263096696
318,-0.005,0.0,-0.0012,0.01,0.0,0.005,8980.583194551722
319,-0.005,0.0,-0.0012,0.01,0.0,0.01,8725.439122383481
320,-0.005,0.0,-0.0012,0.01,-0.01,-0.01,8560.414486610065
321,-0.005,0.0,-0.0012,0.01,-0.01,0.01,8832.583618294275
322,-0.005,0.0,-0.0012,0.01,-0.01,0.0,9059.27789609712
323,-0.005,0.0,-0.0012,0.01,-0.01,-0.005,8873.236828579602
324,-0.005,0.0,-0.0012,0.01,-0.01,0.005,9051.857641845001
325,-0.005,0.0,-0.0012,0.0,0.01,-0.005,9227.339934193937
326,-0.005,0.0,-0.0012,0.0,0.01,0.01,8908.02364993493
327,-0.005,0.0,-0.0012,0.0,0.01,0.005,9227.428692964037
328,-0.005,0.0,-0.0012,0.0,0.01,0.0,9367.111491577922
329,-0.005,0.0,-0.0012,0.0,0.01,-0.01,8908.175606129425
330,-0.005,0.0,-0.0012,0.0,-0.005,0.005,9233.832169594561
331,-0.005,0.0,-0.0012,0.0,-0.005,0.01,8934.564256934977
332,-0.005,0.0,-0.0012,0.0,-0.005,-0.005,9233.91211900301
333,-0.005,0.0,-0.0012,0.0,-0.005,-0.01,8934.539302926865
334,-0.005,0.0,-0.0012,0.0,-0.005,0.0,9352.541322097444
335,-0.005,0.0,-0.0012,0.0,-0.01,0.005,9227.228890273154
336,-0.005,0.0,-0.0012,0.0,-0.01,-0.005,9227.3660622724
337,-0.005,0.0,-0.0012,0.0,-0.01,-0.01,8908.18844224
338,-0.005,0.0,-0.0012,0.0,-0.01,0.0,9367.111491577922
339,-0.005,0.0,-0.0012,0.0,-0.01,0.01,8907.823183000224
340,-0.005,0.0,-0.0012,0.0,0.0,-0.005,9236.919121467663
341,-0.005,0.0,-0.0012,0.0,0.0,0.0,9345.930527968609
342,-0.005,0.0,-0.0012,0.0,0.0,-0.01,8947.60087071408
343,-0.005,0.0,-0.0012,0.0,0.0,0.005,9236.888943300224
344,-0.005,0.0,-0.0012,0.0,0.0,0.01,8947.510252038399
345,-0.005,0.0,-0.0012,0.0,0.005,-0.005,9233.96208755905
346,-0.005,0.0,-0.0012,0.0,0.005,0.005,9233.803341767762
347,-0.005,0.0,-0.0012,0.0,0.005,0.01,8934.379938378801
348,-0.005,0.0,-0.0012,0.0,0.005,0.0,9352.530490744324
349,-0.005,0.0,-0.0012,0.0,0.005,-0.01,8934.734965970529
350,-0.005,0.0,-0.0012,-0.005,0.005,0.005,9192.936431559203
351,-0.005,0.0,-0.0012,-0.005,0.005,0.01,8918.611583436801
352,-0.005,0.0,-0.0012,-0.005,0.005,0.0,9278.877828532624
353,-0.005,0.0,-0.0012,-0.005,0.005,-0.01,8845.642329125625
354,-0.005,0.0,-0.0012,-0.005,0.005,-0.005,9142.552553956417
355,-0.005,0.0,-0.0012,-0.005,0.0,-0.005,9170.420782634597
356,-0.005,0.0,-0.0012,-0.005,0.0,0.0,9276.421269072398
357,-0.005,0.0,-0.0012,-0.005,0.0,0.01,8887.5719921664
358,-0.005,0.0,-0.0012,-0.005,0.0,-0.01,8887.520141586025
359,-0.005,0.0,-0.0012,-0.005,0.0,0.005,9170.293993769104
360,-0.005,0.0,-0.0012,-0.005,-0.005,-0.01,8918.976308270223
361,-0.005,0.0,-0.0012,-0.005,-0.005,-0.005,9193.273739796721
362,-0.005,0.0,-0.0012,-0.005,-0.005,0.005,9142.200114211608
363,-0.005,0.0,-0.0012,-0.005,-0.005,0.01,8845.46664221628
364,-0.005,0.0,-0.0012,-0.005,-0.005,0.0,9279.078189632784
365,-0.005,0.0,-0.0012,-0.005,-0.01,0.005,9105.33346514064
366,-0.005,0.0,-0.0012,-0.005,-0.01,-0.005,9218.114809308197
367,-0.005,0.0,-0.0012,-0.005,-0.01,0.0,9280.941458795449
368,-0.005,0.0,-0.0012,-0.005,-0.01,0.01,8779.705741607057
369,-0.005,0.0,-0.0012,-0.005,-0.01,-0.01,8931.05156698608
370,-0.005,0.0,-0.0012,-0.005,0.01,0.01,8931.079540263321
371,-0.005,0.0,-0.0012,-0.005,0.01,0.0,9280.980764595408
