exx,eyy,ezz,exy,exz,eyz,frequency
382,0.0,0.0,-0.01,0.0,0.0,0.01,4877.6363553659285
383,0.0,0.0,-0.01,0.0,0.0,0.0,4997.196980631024
384,0.0,0.0,-0.01,0.0,-0.01,0.0,4872.897879761025
385,0.0,0.0,-0.01,0.0,-0.01,-0.01,4831.348301425802
386,0.0,0.0,-0.01,0.0,-0.01,0.01,4832.065927641969
387,0.0,0.0,-0.01,0.01,0.0,0.0,4182.629265562499
388,0.0,0.0,-0.01,0.01,0.0,0.01,4126.60556707292
389,0.0,0.0,-0.01,0.01,0.0,-0.01,4126.607108800929
390,0.0,0.0,-0.01,0.01,-0.01,0.0,4126.554690210225
391,0.0,0.0,-0.01,0.01,-0.01,0.01,4129.753219080335
392,0.0,0.0,-0.01,0.01,-0.01,-0.01,4022.2720753182252
393,0.0,0.0,-0.01,0.01,0.01,0.01,4022.4150283901436
394,0.0,0.0,-0.01,0.01,0.01,0.0,4126.62072741084
395,0.0,0.0,-0.01,0.01,0.01,-0.01,4129.818896286889
396,0.0,0.0,-0.01,-0.01,-0.01,-0.01,4130.567087782143
397,0.0,0.0,-0.01,-0.01,-0.01,0.0,4126.564711385649
398,0.0,0.0,-0.01,-0.01,-0.01,0.01,4022.9484293980886
399,0.0,0.0,-0.01,-0.01,0.01,-0.01,4023.1023040849004
400,0.0,0.0,-0.01,-0.01,0.01,0.01,4130.731105143696
401,0.0,0.0,-0.01,-0.01,0.01,0.0,4126.6773862084
402,0.0,0.0,-0.01,-0.01,0.0,0.01,4126.657857508624
403,0.0,0.0,-0.01,-0.01,0.0,-0.01,4126.686122746944
404,0.0,0.0,-0.01,-0.01,0.0,0.0,4183.949221370116
405,0.0,-0.01,0.0,0.01,0.0,0.0,4876.5990060225
406,0.0,-0.01,0.0,0.01,0.0,0.01,4832.193554468361
407,0.0,-0.01,0.0,0.01,0.0,-0.01,4832.0474371848995
408,0.0,-0.01,0.0,0.01,-0.01,0.0,4126.443558759999
409,0.0,-0.01,0.0,0.01,-0.01,0.01,4130.397932221585
410,0.0,-0.01,0.0,0.01,-0.01,-0.01,4022.913544779364
411,0.0,-0.01,0.0,0.01,0.01,0.01,4023.050673915529
412,0.0,-0.01,0.0,0.01,0.01,0.0,4126.646294484484
413,0.0,-0.01,0.0,0.01,0.01,-0.01,4130.6755753902235
414,0.0,-0.01,0.0,-0.01,-0.01,-0.01,4130.359242872641
415,0.0,-0.01,0.0,-0.01,-0.01,0.0,4126.367887449722
416,0.0,-0.01,0.0,-0.01,-0.01,0.01,4022.767665285264
417,0.0,-0.01,0.0,-0.01,0.01,-0.01,4023.1036994994806
418,0.0,-0.01,0.0,-0.01,0.01,0.01,4130.642411965475
419,0.0,-0.01,0.0,-0.01,0.01,0.0,4126.687536011401
420,0.0,-0.01,0.0,-0.01,0.0,0.01,4831.896734327716
421,0.0,-0.01,0.0,-0.01,0.0,-0.01,4832.275998401476
422,0.0,-0.01,0.0,-0.01,0.0,0.0,4876.566045067396
423,0.0,-0.01,0.0,0.0,0.01,-0.01,4126.762824813225
424,0.0,-0.01,0.0,0.0,0.01,0.01,4126.627665201889
425,0.0,-0.01,0.0,0.0,0.01,0.0,4183.764875556841
426,0.0,-0.01,0.0,0.0,0.0,-0.01,4873.709619417681
427,0.0,-0.01,0.0,0.0,0.0,0.01,4873.486502950321
428,0.0,-0.01,0.0,0.0,0.0,0.0,4997.2002324108835
429,0.0,-0.01,0.0,0.0,-0.01,0.0,4183.801744394596
430,0.0,-0.01,0.0,0.0,-0.01,-0.01,4126.501115671104
431,0.0,-0.01,0.0,0.0,-0.01,0.01,4126.3924259480045
432,0.0,-0.01,0.01,0.0,0.0,-0.01,-11257.149098682368
433,0.0,-0.01,0.01,0.0,0.0,0.0,-11132.248681718784
434,0.0,-0.01,0.01,0.0,0.0,0.01,-11257.388673108964
435,0.0,-0.01,0.01,0.0,0.01,0.01,-11395.801407752162
436,0.0,-0.01,0.01,0.0,0.01,-0.01,-11395.754437308202
437,0.0,-0.01,0.01,0.0,0.01,0.0,-11271.129315080625
438,0.0,-0.01,0.01,0.0,-0.01,0.01,-11395.757853337227
439,0.0,-0.01,0.01,0.0,-0.01,0.0,-11271.1025613716
440,0.0,-0.01,0.01,0.0,-0.01,-0.01,-11395.723479568516
441,0.0,-0.01,0.01,-0.01,0.0,-0.01,-11243.343395444688
442,0.0,-0.01,0.01,-0.01,0.0,0.01,-11243.369267910026
443,0.0,-0.01,0.01,-0.01,0.0,0.0,-11119.198243816882
444,0.0,-0.01,0.01,-0.01,0.01,0.01,-11383.55223470036
445,0.0,-0.01,0.01,-0.01,0.01,-0.01,-11387.37987391889
446,0.0,-0.01,0.01,-0.01,0.01,0.0,-11258.951804971264
447,0.0,-0.01,0.01,-0.01,-0.01,0.01,-11387.572809430041
448,0.0,-0.01,0.01,-0.01,-0.01,0.0,-11258.893233316625
449,0.0,-0.01,0.01,-0.01,-0.01,-0.01,-11383.484377588571
450,0.0,-0.01,0.01,0.01,-0.01,0.0,-11258.917850370302
451,0.0,-0.01,0.01,0.01,-0.01,-0.01,-11387.5597905001
452,0.0,-0.01,0.01,0.01,-0.01,0.01,-11383.518946280625
453,0.0,-0.01,0.01,0.01,0.0,0.01,-11243.368419632001
454,0.0,-0.01,0.01,0.01,0.0,-0.01,-11243.131327178688
455,0.0,-0.01,0.01,0.01,0.0,0.0,-11119.18812084872
456,0.0,-0.01,0.01,0.01,0.01,-0.01,-11383.523854185603
457,0.0,-0.01,0.01,0.01,0.01,0.0,-11258.927400096649
458,0.0,-0.01,0.01,0.01,0.01,0.01,-11387.606103776528
459,0.0,-0.01,-0.01,-0.01,-0.01,0.01,2467.9075588855208
460,0.0,-0.01,-0.01,-0.01,-0.01,0.0,2453.981244405625
461,0.0,-0.01,-0.01,-0.01,-0.01,-0.01,2481.7215329344
462,0.0,-0.01,-0.01,-0.01,0.01,-0.01,2467.921766825124
463,0.0,-0.01,-0.01,-0.01,0.01,0.0,2453.9638071750005
464,0.0,-0.01,-0.01,-0.01,0.01,0.01,2481.688753535601
465,0.0,-0.01,-0.01,-0.01,0.0,0.01,2592.623884374225
466,0.0,-0.01,-0.01,-0.01,0.0,-0.01,2592.6154320238243
467,0.0,-0.01,-0.01,-0.01,0.0,0.0,2576.5891732929963
468,0.0,-0.01,-0.01,0.01,0.01,-0.01,2481.800144593561
469,0.0,-0.01,-0.01,0.01,0.01,0.01,2468.0189383056004
470,0.0,-0.01,-0.01,0.01,0.01,0.0,2454.041482588089
471,0.0,-0.01,-0.01,0.01,-0.01,0.01,2481.8334229080087
472,0.0,-0.01,-0.01,0.01,-0.01,-0.01,2468.087595382201
473,0.0,-0.01,-0.01,0.01,-0.01,0.0,2454.088246950025
474,0.0,-0.01,-0.01,0.01,0.0,0.01,2592.6173668980014
475,0.0,-0.01,-0.01,0.01,0.0,0.0,2576.575366560484
476,0.0,-0.01,-0.01,0.01,0.0,-0.01,2592.6514819033964
477,0.0,-0.01,-0.01,0.0,0.0,0.0,2699.0979996883357
478,0.0,-0.01,-0.01,0.0,0.0,-0.01,2715.579145665961
479,0.0,-0.01,-0.01,0.0,0.0,0.01,2715.5636165449
480,0.0,-0.01,-0.01,0.0,-0.01,-0.01,2592.5760218490245
481,0.0,-0.01,-0.01,0.0,-0.01,0.0,2573.257240562089
482,0.0,-0.01,-0.01,0.0,-0.01,0.01,2592.569300763841
483,0.0,-0.01,-0.01,0.0,0.01,-0.01,2592.704131471609
484,0.0,-0.01,-0.01,0.0,0.01,0.01,2592.696290012676
485,0.0,-0.01,-0.01,0.0,0.01,0.0,2573.4184543923843
486,-0.01,0.0,-0.01,-0.01,-0.01,0.01,2465.835724181124
487,-0.01,0.0,-0.01,-0.01,-0.01,0.0,2593.332301402441
488,-0.01,0.0,-0.01,-0.01,-0.01,-0.01,2479.649085405625
489,-0.01,0.0,-0.01,-0.01,0.01,-0.01,2465.8831966756
490,-0.01,0.0,-0.01,-0.01,0.01,0.0,2593.339634574649
491,-0.01,0.0,-0.01,-0.01,0.01,0.01,2479.5887329299608
492,-0.01,0.0,-0.01,-0.01,0.0,0.01,2451.840891148489
493,-0.01,0.0,-0.01,-0.01,0.0,-0.01,2451.905262458089
494,-0.01,0.0,-0.01,-0.01,0.0,0.0,2574.0323103460837
495,-0.01,0.0,-0.01,0.01,0.01,-0.01,2479.666016100025
496,-0.01,0.0,-0.01,0.01,0.01,0.01,2465.832844065409
497,-0.01,0.0,-0.01,0.01,0.01,0.0,2593.3019503277287
498,-0.01,0.0,-0.01,0.01,-0.01,0.01,2479.6134315440895
499,-0.01,0.0,-0.01,0.01,-0.01,-0.01,2465.925703815744
500,-0.01,0.0,-0.01,0.01,-0.01,0.0,2593.3331161988413
501,-0.01,0.0,-0.01,0.01,0.0,0.01,2451.877731240721
502,-0.01,0.0,-0.01,0.01,0.0,0.0,2573.990809347169
503,-0.01,0.0,-0.01,0.01,0.0,-0.01,2451.945470197129
504,-0.01,0.0,-0.01,0.0,0.0,0.0,2697.9762465502095
505,-0.01,0.0,-0.01,0.0,0.0,-0.01,2577.204727195329
506,-0.01,0.0,-0.01,0.0,0.0,0.01,2577.193457116356
507,-0.01,0.0,-0.01,0.0,-0.01,-0.01,2593.330671810025
508,-0.01,0.0,-0.01,0.0,-0.01,0.0,2713.9890483216
509,-0.01,0.0,-0.01,0.0,-0.01,0.01,2593.290848804496
510,-0.01,0.0,-0.01,0.0,0.01,-0.01,2593.2873859488996
511,-0.01,0.0,-0.01,0.0,0.01,0.01,2593.307144626576
512,-0.01,0.0,-0.01,0.0,0.01,0.0,2713.9634171697962
513,-0.01,0.0,0.0,0.01,0.0,0.0,4873.498370718916
514,-0.01,0.0,0.0,0.01,0.0,0.01,4126.6229115296155
515,-0.01,0.0,0.0,0.01,0.0,-0.01,4126.830020006464
516,-0.01,0.0,0.0,0.01,-0.01,0.0,4832.885938519522
517,-0.01,0.0,0.0,0.01,-0.01,0.01,4129.839717741241
518,-0.01,0.0,0.0,0.01,-0.01,-0.01,4023.7132651005163
519,-0.01,0.0,0.0,0.01,0.01,0.01,4022.5582376968814
520,-0.01,0.0,0.0,0.01,0.01,0.0,4831.725736699455
521,-0.01,0.0,0.0,0.01,0.01,-0.01,4131.426672630624
522,-0.01,0.0,0.0,-0.01,-0.01,-0.01,4131.437985245169
523,-0.01,0.0,0.0,-0.01,-0.01,0.0,4831.560163830624
524,-0.01,0.0,0.0,-0.01,-0.01,0.01,4022.403866035776
525,-0.01,0.0,0.0,-0.01,0.01,-0.01,4023.5285510640997
526,-0.01,0.0,0.0,-0.01,0.01,0.01,4129.830463755049
527,-0.01,0.0,0.0,-0.01,0.01,0.0,4832.671822491241
528,-0.01,0.0,0.0,-0.01,0.0,0.01,4126.723381618083
529,-0.01,0.0,0.0,-0.01,0.0,-0.01,4126.943469346682
530,-0.01,0.0,0.0,-0.01,0.0,0.0,4873.705151453329
531,-0.01,0.0,0.0,0.0,0.01,-0.01,4126.944497207401
532,-0.01,0.0,0.0,0.0,0.01,0.01,4126.644110359522
533,-0.01,0.0,0.0,0.0,0.01,0.0,4874.048213299457
534,-0.01,0.0,0.0,0.0,0.0,-0.01,4182.815267897345
535,-0.01,0.0,0.0,0.0,0.0,0.01,4181.76915556
536,-0.01,0.0,0.0,0.0,0.0,0.0,4998.3651445796895
537,-0.01,0.0,0.0,0.0,-0.01,0.0,4874.026431235984
538,-0.01,0.0,0.0,0.0,-0.01,-0.01,4126.875759303696
539,-0.01,0.0,0.0,0.0,-0.01,0.01,4126.718113974369
540,-0.01,0.0,0.01,0.0,0.0,-0.01,-11272.527771409921
541,-0.01,0.0,0.01,0.0,0.0,0.0,-11133.094672737361
542,-0.01,0.0,0.01,0.0,0.0,0.01,-11272.615469785476
543,-0.01,0.0,0.01,0.0,0.01,0.01,-11395.601357033123
544,-0.01,0.0,0.01,0.0,0.01,-0.01,-11395.449985777728
545,-0.01,0.0,0.01,0.0,0.01,0.0,-11256.526726368398
546,-0.01,0.0,0.01,0.0,-0.01,0.01,-11395.580007006725
547,-0.01,0.0,0.01,0.0,-0.01,0.0,-11256.504446055626
548,-0.01,0.0,0.01,0.0,-0.01,-0.01,-11395.41753396104
549,-0.01,0.0,0.01,-0.01,0.0,-0.01,-11258.61459561116
550,-0.01,0.0,0.01,-0.01,0.0,0.01,-11258.742560557283
551,-0.01,0.0,0.01,-0.01,0.0,0.0,-11120.011470646225
552,-0.01,0.0,0.01,-0.01,0.01,0.01,-11383.381738756623
553,-0.01,0.0,0.01,-0.01,0.01,-0.01,-11387.313072513316
554,-0.01,0.0,0.01,-0.01,0.01,0.0,-11243.140446072975
555,-0.01,0.0,0.01,-0.01,-0.01,0.01,-11387.383502115857
556,-0.01,0.0,0.01,-0.01,-0.01,0.0,-11243.081703493202
557,-0.01,0.0,0.01,-0.01,-0.01,-0.01,-11383.1593917721
558,-0.01,0.0,0.01,0.01,-0.01,0.0,-11243.120511750723
559,-0.01,0.0,0.01,0.01,-0.01,-0.01,-11387.29066314
560,-0.01,0.0,0.01,0.01,-0.01,0.01,-11383.352078140848
561,-0.01,0.0,0.01,0.01,0.0,0.01,-11258.728554408337
562,-0.01,0.0,0.01,0.01,0.0,-0.01,-11258.623932995568
563,-0.01,0.0,0.01,0.01,0.0,0.0,-11120.0125251609
564,-0.01,0.0,0.01,0.01,0.01,-0.01,-11383.183717536016
565,-0.01,0.0,0.01,0.01,0.01,0.0,-11243.091246501137
566,-0.01,0.0,0.01,0.01,0.01,0.01,-11387.395453827601
567,-0.01,0.01,-0.01,0.0,-0.01,0.0,-13015.74294446048
568,-0.01,0.01,-0.01,0.0,-0.01,-0.01,-13137.19124970257
569,-0.01,0.01,-0.01,0.0,-0.01,0.01,-13137.223113411077
570,-0.01,0.01,-0.01,0.0,0.0,0.01,-13147.276552157477
571,-0.01,0.01,-0.01,0.0,0.0,-0.01,-13147.247657456703
572,-0.01,0.01,-0.01,0.0,0.0,0.0,-13029.281920974401
573,-0.01,0.01,-0.01,0.0,0.01,-0.01,-13137.22471805929
574,-0.01,0.01,-0.01,0.0,0.01,0.01,-13137.22701041405
575,-0.01,0.01,-0.01,0.0,0.01,0.0,-13015.77443236981
576,-0.01,0.01,-0.01,0.01,0.01,-0.01,-13256.253823269637
577,-0.01,0.01,-0.01,0.01,0.01,0.0,-13137.206608463717
578,-0.01,0.01,-0.01,0.01,0.01,0.01,-13259.103357312399
579,-0.01,0.01,-0.01,0.01,0.0,0.0,-13151.390013840099
580,-0.01,0.01,-0.01,0.01,0.0,-0.01,-13274.584249405925
581,-0.01,0.01,-0.01,0.01,0.0,0.01,-13274.621118353763
582,-0.01,0.01,-0.01,0.01,-0.01,0.01,-13256.274087179234
583,-0.01,0.01,-0.01,0.01,-0.01,-0.01,-13259.040716776464
584,-0.01,0.01,-0.01,0.01,-0.01,0.0,-13137.186435764355
585,-0.01,0.01,-0.01,-0.01,0.0,0.0,-13151.408591927282
586,-0.01,0.01,-0.01,-0.01,0.0,-0.01,-13274.603836028089
587,-0.01,0.01,-0.01,-0.01,0.0,0.01,-13274.63701810332
588,-0.01,0.01,-0.01,-0.01,0.01,-0.01,-13259.087006275882
589,-0.01,0.01,-0.01,-0.01,0.01,0.0,-13137.234575186178
590,-0.01,0.01,-0.01,-0.01,0.01,0.01,-13256.32221402661
591,-0.01,0.01,-0.01,-0.01,-0.01,-0.01,-13256.274547722816
592,-0.01,0.01,-0.01,-0.01,-0.01,0.01,-13259.105429979722
593,-0.01,0.01,-0.01,-0.01,-0.01,0.0,-13137.217611760803
594,-0.01,0.01,0.01,-0.01,0.0,0.01,-11025.265441597698
595,-0.01,0.01,0.01,-0.01,0.0,-0.01,-11025.171360665856
596,-0.01,0.01,0.01,-0.01,0.0,0.0,-10384.288257475584
597,-0.01,0.01,0.01,-0.01,-0.01,0.01,-11110.253657315343
598,-0.01,0.01,0.01,-0.01,-0.01,-0.01,-11039.089618653183
599,-0.01,0.01,0.01,-0.01,-0.01,0.0,-10413.848593606755
600,-0.01,0.01,0.01,-0.01,0.01,0.0,-10412.483640730085
601,-0.01,0.01,0.01,-0.01,0.01,0.01,-11041.135369315249
602,-0.01,0.01,0.01,-0.01,0.01,-0.01,-11108.875632619802
603,-0.01,0.01,0.01,0.01,-0.01,-0.01,-11108.7592728138
604,-0.01,0.01,0.01,0.01,-0.01,0.0,-10412.301191187857
605,-0.01,0.01,0.01,0.01,-0.01,0.01,-11041.096701084129
606,-0.01,0.01,0.01,0.01,0.01,0.01,-11110.167436038842
607,-0.01,0.01,0.01,0.01,0.01,-0.01,-11039.092980799744
608,-0.01,0.01,0.01,0.01,0.01,0.0,-10413.729401573122
609,-0.01,0.01,0.01,0.01,0.0,-0.01,-11025.16569062252
610,-0.01,0.01,0.01,0.01,0.0,0.0,-10384.298040197375
611,-0.01,0.01,0.01,0.01,0.0,0.01,-11025.261451550025
612,-0.01,0.01,0.01,0.0,-0.01,0.0,-10383.24173666525
613,-0.01,0.01,0.01,0.0,-0.01,-0.01,-11025.13251039816
614,-0.01,0.01,0.01,0.0,-0.01,0.01,-11025.225961157776
615,-0.01,0.01,0.01,0.0,0.0,0.0,-10260.794932718723
616,-0.01,0.01,0.01,0.0,0.0,0.01,-10968.83979130844
617,-0.01,0.01,0.01,0.0,0.0,-0.01,-10967.505543287882
618,-0.01,0.01,0.01,0.0,0.01,0.01,-11025.2517914376
619,-0.01,0.01,0.01,0.0,0.01,0.0,-10383.262320110438
620,-0.01,0.01,0.01,0.0,0.01,-0.01,-11025.144480473344
621,-0.01,0.01,0.0,-0.01,-0.01,0.01,-11387.632781973904
622,-0.01,0.01,0.0,-0.01,-0.01,-0.01,-11383.527481768224
623,-0.01,0.01,0.0,-0.01,-0.01,0.0,-11243.370752396644
624,-0.01,0.01,0.0,-0.01,0.0,0.01,-11395.80567779732
625,-0.01,0.01,0.0,-0.01,0.0,-0.01,-11395.77194446236
626,-0.01,0.01,0.0,-0.01,0.0,0.0,-11257.4031028281
627,-0.01,0.01,0.0,-0.01,0.01,0.0,-11243.378598970403
628,-0.01,0.01,0.0,-0.01,0.01,-0.01,-11387.600127864602
629,-0.01,0.01,0.0,-0.01,0.01,0.01,-11383.56930570372
630,-0.01,0.01,0.0,0.0,0.0,-0.01,-11268.6335005924
631,-0.01,0.01,0.0,0.0,0.0,0.0,-11132.275692160001
632,-0.01,0.01,0.0,0.0,0.0,0.01,-11268.677023700626
633,-0.01,0.01,0.0,0.0,-0.01,-0.01,-11258.934827664383
634,-0.01,0.01,0.0,0.0,-0.01,0.0,-11116.672706110689
635,-0.01,0.01,0.0,0.0,-0.01,0.01,-11258.973875489344
636,-0.01,0.01,0.0,0.0,0.01,-0.01,-11258.967508991525
637,-0.01,0.01,0.0,0.0,0.01,0.01,-11258.96687234184
638,-0.01,0.01,0.0,0.0,0.01,0.0,-11116.686412747204
639,-0.01,0.01,0.0,0.01,-0.01,0.0,-11243.356755812416
640,-0.01,0.01,0.0,0.01,-0.01,-0.01,-11387.589670022498
641,-0.01,0.01,0.0,0.01,-0.01,0.01,-11383.554368575082
642,-0.01,0.01,0.0,0.01,0.0,0.01,-11395.796283699026
643,-0.01,0.01,0.0,0.01,0.0,0.0,-11257.39228053788
644,-0.01,0.01,0.0,0.01,0.0,-0.01,-11395.778990028195
645,-0.01,0.01,0.0,0.01,0.01,-0.01,-11383.545406302599
646,-0.01,0.01,0.0,0.01,0.01,0.0,-11243.372873091985
647,-0.01,0.01,0.0,0.01,0.01,0.01,-11387.61805560509
648,-0.01,-0.01,0.01,0.0,0.0,0.0,-13027.8345914116
649,-0.01,-0.01,0.01,0.0,0.0,0.01,-13151.409738723216
650,-0.01,-0.01,0.01,0.0,0.0,-0.01,-13151.388867045027
651,-0.01,-0.01,0.01,0.0,0.01,0.01,-13272.609531203343
652,-0.01,-0.01,0.01,0.0,0.01,0.0,-13150.729009450382
653,-0.01,-0.01,0.01,0.0,0.01,-0.01,-13273.175663514363
654,-0.01,-0.01,0.01,0.0,-0.01,0.0,-13150.71639502433
655,-0.01,-0.01,0.01,0.0,-0.01,-0.01,-13273.136492391799
656,-0.01,-0.01,0.01,0.0,-0.01,0.01,-13272.57059132945
657,-0.01,-0.01,0.01,0.01,0.01,0.01,-13257.08212319641
658,-0.01,-0.01,0.01,0.01,0.01,-0.01,-13254.81627657097
659,-0.01,-0.01,0.01,0.01,0.01,0.0,-13137.223113411077
660,-0.01,-0.01,0.01,0.01,0.0,0.01,-13137.235492128399
661,-0.01,-0.01,0.01,0.01,0.0,0.0,-13013.559647460099
662,-0.01,-0.01,0.01,0.01,0.0,-0.01,-13137.218757937848
663,-0.01,-0.01,0.01,0.01,-0.01,-0.01,-13257.556271497446
664,-0.01,-0.01,0.01,0.01,-0.01,0.0,-13137.20821311092
665,-0.01,-0.01,0.01,0.01,-0.01,0.01,-13254.206557417225
666,-0.01,-0.01,0.01,-0.01,-0.01,0.0,-13137.184143413135
667,-0.01,-0.01,0.01,-0.01,-0.01,0.01,-13257.023632444201
668,-0.01,-0.01,0.01,-0.01,-0.01,-0.01,-13254.78081668928
669,-0.01,-0.01,0.01,-0.01,0.0,-0.01,-13137.223113411077
670,-0.01,-0.01,0.01,-0.01,0.0,0.0,-13013.453784228675
671,-0.01,-0.01,0.01,-0.01,0.0,0.01,-13137.227239649537
672,-0.01,-0.01,0.01,-0.01,0.01,0.0,-13137.239389133209
673,-0.01,-0.01,0.01,-0.01,0.01,-0.01,-13257.607394355855
674,-0.01,-0.01,0.01,-0.01,0.01,0.01,-13254.235799669765
675,-0.01,-0.01,-0.01,0.01,0.0,0.01,14837.950417387876
676,-0.01,-0.01,-0.01,0.01,0.0,0.0,15141.764679326885
677,-0.01,-0.01,-0.01,0.01,0.0,-0.01,14838.298312002917
678,-0.01,-0.01,-0.01,0.01,-0.01,-0.01,14402.929348962023
679,-0.01,-0.01,-0.01,0.01,-0.01,0.01,15113.119457543184
680,-0.01,-0.01,-0.01,0.01,-0.01,0.0,14840.289283167074
681,-0.01,-0.01,-0.01,0.01,0.01,0.0,14839.802491537983
682,-0.01,-0.01,-0.01,0.01,0.01,-0.01,15112.940955828804
683,-0.01,-0.01,-0.01,0.01,0.01,0.01,14404.319363856015
684,-0.01,-0.01,-0.01,0.0,0.0,-0.01,15141.916525725022
685,-0.01,-0.01,-0.01,0.0,0.0,0.01,15141.316035503025
686,-0.01,-0.01,-0.01,0.0,0.0,0.0,15883.513008636099
687,-0.01,-0.01,-0.01,0.0,0.01,0.0,15143.791411572769
688,-0.01,-0.01,-0.01,0.0,0.01,0.01,14837.44149486737
689,-0.01,-0.01,-0.01,0.0,0.01,-0.01,14839.462375598223
690,-0.01,-0.01,-0.01,0.0,-0.01,-0.01,14838.75121453457
691,-0.01,-0.01,-0.01,0.0,-0.01,0.0,15143.481793911023
692,-0.01,-0.01,-0.01,0.0,-0.01,0.01,14837.103842137803
693,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,15113.380573520102
694,-0.01,-0.01,-0.01,-0.01,-0.01,0.01,14403.77760771612
695,-0.01,-0.01,-0.01,-0.01,-0.01,0.0,14838.081730072226
696,-0.01,-0.01,-0.01,-0.01,0.0,0.0,15142.368131748899
697,-0.01,-0.01,-0.01,-0.01,0.0,-0.01,14838.224737311504
698,-0.01,-0.01,-0.01,-0.01,0.0,0.01,14837.676830860008
699,-0.01,-0.01,-0.01,-0.01,0.01,-0.01,14403.73536220697
700,-0.01,-0.01,-0.01,-0.01,0.01,0.01,15113.217314302277
701,-0.01,-0.01,-0.01,-0.01,0.01,0.0,14838.394544076602
702,-0.01,-0.01,0.0,-0.01,0.0,-0.01,2593.3123389306247
703,-0.01,-0.01,0.0,-0.01,0.0,0.0,2716.7725194382238
704,-0.01,-0.01,0.0,-0.01,0.0,0.01,2593.2705809472254
705,-0.01,-0.01,0.0,-0.01,-0.01,0.0,2593.302968817289
706,-0.01,-0.01,0.0,-0.01,-0.01,0.01,2464.5639691406245
707,-0.01,-0.01,0.0,-0.01,-0.01,-0.01,2481.196988908225
708,-0.01,-0.01,0.0,-0.01,0.01,-0.01,2467.4558074740644
709,-0.01,-0.01,0.0,-0.01,0.01,0.0,2593.286265613761
710,-0.01,-0.01,0.0,-0.01,0.01,0.01,2478.352166868601
711,-0.01,-0.01,0.0,0.0,0.0,-0.01,2574.0066385395608
712,-0.01,-0.01,0.0,0.0,0.0,0.01,2573.959861387264
713,-0.01,-0.01,0.0,0.0,0.0,0.0,2698.6247300275213
714,-0.01,-0.01,0.0,0.0,0.01,-0.01,2453.463801132304
715,-0.01,-0.01,0.0,0.0,0.01,0.0,2574.342107100625
716,-0.01,-0.01,0.0,0.0,0.01,0.01,2453.353840320964
717,-0.01,-0.01,0.0,0.0,-0.01,0.01,2453.3411603137956
718,-0.01,-0.01,0.0,0.0,-0.01,-0.01,2453.4310107586407
719,-0.01,-0.01,0.0,0.0,-0.01,0.0,2574.328001962896
720,-0.01,-0.01,0.0,0.01,0.0,-0.01,2593.328431121289
721,-0.01,-0.01,0.0,0.01,0.0,0.0,2716.6689005622757
722,-0.01,-0.01,0.0,0.01,0.0,0.01,2593.2710901888995
723,-0.01,-0.01,0.0,0.01,0.01,0.01,2467.3409636968963
724,-0.01,-0.01,0.0,0.01,0.01,-0.01,2481.2432143022406
725,-0.01,-0.01,0.0,0.01,0.01,0.0,2593.318449883225
726,-0.01,-0.01,0.0,0.01,-0.01,-0.01,2467.4189498806413
727,-0.01,-0.01,0.0,0.01,-0.01,0.0,2593.290135863449
728,-0.01,-0.01,0.0,0.01,-0.01,0.01,2478.3480846600996
