gm1,gm3_a0,gm3_0a,gm5_a00,gm5_0a0,gm5_00a,frequency
170,-0.005,-0.01,0.0,-0.01,-0.01,-0.01,2129.060447078049
171,-0.005,-0.01,0.0,0.0,-0.01,0.0,2869.152767767729
172,-0.005,-0.01,0.0,0.0,-0.01,0.01,2833.422786309025
173,-0.005,-0.01,0.0,0.0,-0.01,-0.01,2832.679532663929
174,-0.005,-0.01,0.0,0.0,0.0,-0.01,2874.1253821569
175,-0.005,-0.01,0.0,0.0,0.0,0.0,2989.8448769166757
176,-0.005,-0.01,0.0,0.0,0.0,0.01,2874.172667138721
177,-0.005,-0.01,0.0,0.0,0.01,0.0,2869.322141130916
178,-0.005,-0.01,0.0,0.0,0.01,0.01,2832.841652006916
179,-0.005,-0.01,0.0,0.0,0.01,-0.01,2833.5244563396
180,-0.005,-0.01,0.0,0.01,0.0,-0.01,2128.283767822276
181,-0.005,-0.01,0.0,0.01,0.0,0.0,2181.558888679921
182,-0.005,-0.01,0.0,0.01,0.0,0.01,2128.251197818729
183,-0.005,-0.01,0.0,0.01,0.01,0.0,2128.2560879166763
184,-0.005,-0.01,0.0,0.01,0.01,0.01,2032.4201749816411
185,-0.005,-0.01,0.0,0.01,0.01,-0.01,2128.3178143530254
186,-0.005,-0.01,0.0,0.01,-0.01,0.0,2128.1965767291613
187,-0.005,-0.01,0.0,0.01,-0.01,0.01,2128.238557402896
188,-0.005,-0.01,0.0,0.01,-0.01,-0.01,2032.2957495420808
189,-0.005,-0.01,0.0024,0.0,-0.01,0.0,-15.428531958889
190,-0.005,-0.01,0.0024,0.0,-0.01,0.01,23.804923982841
191,-0.005,-0.01,0.0024,0.0,-0.01,-0.01,23.618598850609
192,-0.005,-0.01,0.0024,0.0,0.0,-0.01,136.259839495521
193,-0.005,-0.01,0.0024,0.0,0.0,0.0,118.59554126496398
194,-0.005,-0.01,0.0024,0.0,0.0,0.01,136.244198072161
195,-0.005,-0.01,0.0024,0.0,0.01,0.0,-15.252164781604
196,-0.005,-0.01,0.0024,0.0,0.01,0.01,23.657124371880997
197,-0.005,-0.01,0.0024,0.0,0.01,-0.01,23.857119140625002
198,-0.005,-0.01,0.0024,0.01,0.0,-0.01,-64.443389296896
199,-0.005,-0.01,0.0024,0.01,0.0,0.0,-71.64584728576901
200,-0.005,-0.01,0.0024,0.01,0.0,0.01,-64.45623419929599
201,-0.005,-0.01,0.0024,0.01,0.01,0.0,-192.15390731768102
202,-0.005,-0.01,0.0024,0.01,0.01,0.01,-188.362257087169
203,-0.005,-0.01,0.0024,0.01,0.01,-0.01,-164.02514027290002
204,-0.005,-0.01,0.0024,0.01,-0.01,0.0,-192.312298964241
205,-0.005,-0.01,0.0024,0.01,-0.01,0.01,-164.20231208102498
206,-0.005,-0.01,0.0024,0.01,-0.01,-0.01,-188.50617236002503
207,-0.005,-0.01,0.0024,-0.01,0.0,-0.01,-64.539018169924
208,-0.005,-0.01,0.0024,-0.01,0.0,0.0,-71.75697696060098
209,-0.005,-0.01,0.0024,-0.01,0.0,0.01,-64.528848010225
210,-0.005,-0.01,0.0024,-0.01,0.01,0.0,-192.16255727744098
211,-0.005,-0.01,0.0024,-0.01,0.01,0.01,-164.017379183329
212,-0.005,-0.01,0.0024,-0.01,0.01,-0.01,-188.40554668809997
213,-0.005,-0.01,0.0024,-0.01,-0.01,0.0,-192.329800363204
214,-0.005,-0.01,0.0024,-0.01,-0.01,0.01,-188.56691768908897
215,-0.005,-0.01,0.0024,-0.01,-0.01,-0.01,-164.191266473796
216,-0.005,-0.01,-0.0024,0.0,-0.01,0.0,139.51382369040903
217,-0.005,-0.01,-0.0024,0.0,-0.01,0.01,23.795615705625
218,-0.005,-0.01,-0.0024,0.0,-0.01,-0.01,23.686988157183997
219,-0.005,-0.01,-0.0024,0.0,0.0,-0.01,-11.843763941529
220,-0.005,-0.01,-0.0024,0.0,0.0,0.0,118.25011775836902
221,-0.005,-0.01,-0.0024,0.0,0.0,0.01,-11.898043017316
222,-0.005,-0.01,-0.0024,0.0,0.01,0.0,139.49849265870398
223,-0.005,-0.01,-0.0024,0.0,0.01,0.01,23.796386447716003
224,-0.005,-0.01,-0.0024,0.0,0.01,-0.01,23.666463902761
225,-0.005,-0.01,-0.0024,0.01,0.0,-0.01,-191.18576307603598
226,-0.005,-0.01,-0.0024,0.01,0.0,0.0,-74.19265788225601
227,-0.005,-0.01,-0.0024,0.01,0.0,0.01,-191.223153095716
228,-0.005,-0.01,-0.0024,0.01,0.01,0.0,-63.217892137023995
229,-0.005,-0.01,-0.0024,0.01,0.01,0.01,-187.444411989156
230,-0.005,-0.01,-0.0024,0.01,0.01,-0.01,-163.0284634276
231,-0.005,-0.01,-0.0024,0.01,-0.01,0.0,-63.304062268225
232,-0.005,-0.01,-0.0024,0.01,-0.01,0.01,-163.09642318824098
233,-0.005,-0.01,-0.0024,0.01,-0.01,-0.01,-187.413553668649
234,-0.005,-0.01,-0.0024,-0.01,0.0,-0.01,-191.097474087601
235,-0.005,-0.01,-0.0024,-0.01,0.0,0.0,-74.148838784784
236,-0.005,-0.01,-0.0024,-0.01,0.0,0.01,-191.15694870630398
237,-0.005,-0.01,-0.0024,-0.01,0.01,0.0,-63.265081984225006
238,-0.005,-0.01,-0.0024,-0.01,0.01,0.01,-163.001855459524
239,-0.005,-0.01,-0.0024,-0.01,0.01,-0.01,-187.39030892736398
240,-0.005,-0.01,-0.0024,-0.01,-0.01,0.0,-63.15709775673599
241,-0.005,-0.01,-0.0024,-0.01,-0.01,0.01,-187.407831331204
242,-0.005,-0.01,-0.0024,-0.01,-0.01,-0.01,-162.913339590001
243,0.0,-0.01,0.0,-0.01,0.0,-0.01,-979.964520228225
244,0.0,-0.01,0.0,-0.01,0.0,0.0,-925.546638148804
245,0.0,-0.01,0.0,-0.01,0.0,0.01,-979.999080573969
246,0.0,-0.01,0.0,-0.01,0.01,0.0,-980.027881327609
247,0.0,-0.01,0.0,-0.01,0.01,0.01,-988.3552633819239
248,0.0,-0.01,0.0,-0.01,0.01,-0.01,-1085.4949249224999
249,0.0,-0.01,0.0,-0.01,-0.01,0.0,-980.1122824950249
250,0.0,-0.01,0.0,-0.01,-0.01,0.01,-1085.6367986940088
251,0.0,-0.01,0.0,-0.01,-0.01,-0.01,-988.558992884164
252,0.0,-0.01,0.0,0.0,-0.01,0.0,-248.390680972225
253,0.0,-0.01,0.0,0.0,-0.01,0.01,-286.77891596430396
254,0.0,-0.01,0.0,0.0,-0.01,-0.01,-287.663241367044
255,0.0,-0.01,0.0,0.0,0.0,-0.01,-242.89955000522502
256,0.0,-0.01,0.0,0.0,0.0,0.0,-114.05400567444902
257,0.0,-0.01,0.0,0.0,0.0,0.01,-242.863050756096
258,0.0,-0.01,0.0,0.0,0.01,0.0,-248.24917260562498
259,0.0,-0.01,0.0,0.0,0.01,0.01,-287.476399406641
260,0.0,-0.01,0.0,0.0,0.01,-0.01,-286.667497462564
261,0.0,-0.01,0.0,0.01,0.0,-0.01,-979.9941970098811
262,0.0,-0.01,0.0,0.01,0.0,0.0,-926.7434317365211
263,0.0,-0.01,0.0,0.01,0.0,0.01,-980.011853029881
264,0.0,-0.01,0.0,0.01,0.01,0.0,-980.0459759305961
265,0.0,-0.01,0.0,0.01,0.01,0.01,-1086.2795311500247
266,0.0,-0.01,0.0,0.01,0.01,-0.01,-989.4763500192491
267,0.0,-0.01,0.0,0.01,-0.01,0.0,-980.0829169881761
268,0.0,-0.01,0.0,0.01,-0.01,0.01,-989.5208292225
269,0.0,-0.01,0.0,0.01,-0.01,-0.01,-1086.450659745201
270,0.0,-0.01,0.0024,0.0,-0.01,0.0,-3245.331034389249
271,0.0,-0.01,0.0024,0.0,-0.01,0.01,-3230.381139219364
272,0.0,-0.01,0.0024,0.0,-0.01,-0.01,-3230.3699992863358
273,0.0,-0.01,0.0024,0.0,0.0,-0.01,-3100.1503728520365
274,0.0,-0.01,0.0024,0.0,0.0,0.0,-3113.1452968514886
275,0.0,-0.01,0.0024,0.0,0.0,0.01,-3100.1892369116495
276,0.0,-0.01,0.0024,0.0,0.01,0.0,-3245.1661716496
277,0.0,-0.01,0.0024,0.0,0.01,0.01,-3230.251894443025
278,0.0,-0.01,0.0024,0.0,0.01,-0.01,-3230.232456797956
279,0.0,-0.01,0.0024,0.01,0.0,-0.01,-3294.293469316096
280,0.0,-0.01,0.0024,0.01,0.0,0.0,-3305.517605564161
281,0.0,-0.01,0.0024,0.01,0.0,0.01,-3294.3564903552247
282,0.0,-0.01,0.0024,0.01,0.01,0.0,-3431.9465648211244
283,0.0,-0.01,0.0024,0.01,0.01,0.01,-3432.0359627835614
284,0.0,-0.01,0.0024,0.01,0.01,-0.01,-3412.264091209744
285,0.0,-0.01,0.0024,0.01,-0.01,0.0,-3432.069004002769
286,0.0,-0.01,0.0024,0.01,-0.01,0.01,-3412.438519398561
287,0.0,-0.01,0.0024,0.01,-0.01,-0.01,-3432.115168242049
288,0.0,-0.01,0.0024,-0.01,0.0,-0.01,-3294.3219377618557
289,0.0,-0.01,0.0024,-0.01,0.0,0.0,-3305.5130060752813
290,0.0,-0.01,0.0024,-0.01,0.0,0.01,-3294.299897664064
291,0.0,-0.01,0.0024,-0.01,0.01,0.0,-3431.920671264409
292,0.0,-0.01,0.0024,-0.01,0.01,0.01,-3412.2568478046765
293,0.0,-0.01,0.0024,-0.01,0.01,-0.01,-3432.0051478891237
294,0.0,-0.01,0.0024,-0.01,-0.01,0.0,-3432.062442613249
295,0.0,-0.01,0.0024,-0.01,-0.01,0.01,-3432.113645051536
296,0.0,-0.01,0.0024,-0.01,-0.01,-0.01,-3412.4162044920995
297,0.0,-0.01,-0.0024,0.0,-0.01,0.0,-3096.587607354081
298,0.0,-0.01,-0.0024,0.0,-0.01,0.01,-3229.224166545169
299,0.0,-0.01,-0.0024,0.0,-0.01,-0.01,-3229.1400642235285
300,0.0,-0.01,-0.0024,0.0,0.0,-0.01,-3239.7533224065605
301,0.0,-0.01,-0.0024,0.0,0.0,0.0,-3113.4569786896004
302,0.0,-0.01,-0.0024,0.0,0.0,0.01,-3239.7456952876964
303,0.0,-0.01,-0.0024,0.0,0.01,0.0,-3096.5673518824806
304,0.0,-0.01,-0.0024,0.0,0.01,0.01,-3229.178592043044
305,0.0,-0.01,-0.0024,0.0,0.01,-0.01,-3229.204163731569
306,0.0,-0.01,-0.0024,0.01,0.0,-0.01,-3430.9617411457443
307,0.0,-0.01,-0.0024,0.01,0.0,0.0,-3308.5869828211244
308,0.0,-0.01,-0.0024,0.01,0.0,0.01,-3430.984585204449
309,0.0,-0.01,-0.0024,0.01,0.01,0.0,-3293.2553734196645
310,0.0,-0.01,-0.0024,0.01,0.01,0.01,-3431.088380193049
311,0.0,-0.01,-0.0024,0.01,0.01,-0.01,-3411.342020823025
312,0.0,-0.01,-0.0024,0.01,-0.01,0.0,-3293.2183015917612
313,0.0,-0.01,-0.0024,0.01,-0.01,0.01,-3411.347978308516
314,0.0,-0.01,-0.0024,0.01,-0.01,-0.01,-3431.0362482023043
315,0.0,-0.01,-0.0024,-0.01,0.0,-0.01,-3430.8328786493444
316,0.0,-0.01,-0.0024,-0.01,0.0,0.0,-3308.453997182244
317,0.0,-0.01,-0.0024,-0.01,0.0,0.01,-3430.8937951642242
318,0.0,-0.01,-0.0024,-0.01,0.01,0.0,-3293.1182201758093
319,0.0,-0.01,-0.0024,-0.01,0.01,0.01,-3411.2184333757687
320,0.0,-0.01,-0.0024,-0.01,0.01,-0.01,-3430.920036291136
321,0.0,-0.01,-0.0024,-0.01,-0.01,0.0,-3293.1311893561
322,0.0,-0.01,-0.0024,-0.01,-0.01,0.01,-3430.9550636660247
323,0.0,-0.01,-0.0024,-0.01,-0.01,-0.01,-3411.1752133412892
324,0.0,0.0,-0.0024,0.0,-0.01,0.0,4879.573632063025
325,0.0,0.0,-0.0024,0.0,-0.01,0.01,4585.675381288224
326,0.0,0.0,-0.0024,0.0,-0.01,-0.01,4585.846031265624
327,0.0,0.0,-0.0024,0.0,0.0,-0.01,4586.5520954317435
328,0.0,0.0,-0.0024,0.0,0.0,0.0,4865.638931073424
329,0.0,0.0,-0.0024,0.0,0.0,0.01,4586.414210224901
330,0.0,0.0,-0.0024,0.0,0.01,0.0,4879.510344594064
331,0.0,0.0,-0.0024,0.0,0.01,0.01,4585.66237951536
332,0.0,0.0,-0.0024,0.0,0.01,-0.01,4585.83844675476
333,0.0,0.0,-0.0024,0.01,0.0,-0.01,4403.318469825025
334,0.0,0.0,-0.0024,0.01,0.0,0.0,4666.545329021689
335,0.0,0.0,-0.0024,0.01,0.0,0.01,4403.1681050023835
336,0.0,0.0,-0.0024,0.01,0.01,0.0,4675.251119652865
337,0.0,0.0,-0.0024,0.01,0.01,0.01,4343.875272918723
338,0.0,0.0,-0.0024,0.01,0.01,-0.01,4455.153064906489
339,0.0,0.0,-0.0024,0.01,-0.01,0.0,4675.315119628177
340,0.0,0.0,-0.0024,0.01,-0.01,0.01,4455.015166810001
341,0.0,0.0,-0.0024,0.01,-0.01,-0.01,4344.069308478916
342,0.0,0.0,-0.0024,-0.01,0.0,-0.01,4403.401151664383
343,0.0,0.0,-0.0024,-0.01,0.0,0.0,4666.5812612644
344,0.0,0.0,-0.0024,-0.01,0.0,0.01,4403.232338204735
345,0.0,0.0,-0.0024,-0.01,0.01,0.0,4675.332760724025
346,0.0,0.0,-0.0024,-0.01,0.01,0.01,4455.078175162384
347,0.0,0.0,-0.0024,-0.01,0.01,-0.01,4344.129286380081
348,0.0,0.0,-0.0024,-0.01,-0.01,0.0,4675.3115640625
349,0.0,0.0,-0.0024,-0.01,-0.01,0.01,4343.922726867363
350,0.0,0.0,-0.0024,-0.01,-0.01,-0.01,4455.243040226449
351,0.0,0.0,0.0,-0.01,0.0,-0.01,6664.240244500805
352,0.0,0.0,0.0,-0.01,0.0,0.0,7028.997539339689
353,0.0,0.0,0.0,-0.01,0.0,0.01,6663.789301505296
354,0.0,0.0,0.0,-0.01,0.01,0.0,6665.148707491044
355,0.0,0.0,0.0,-0.01,0.01,0.01,6966.685835555624
356,0.0,0.0,0.0,-0.01,0.01,-0.01,6149.186680562499
357,0.0,0.0,0.0,-0.01,-0.01,0.0,6664.599769
358,0.0,0.0,0.0,-0.01,-0.01,0.01,6149.812305306121
359,0.0,0.0,0.0,-0.01,-0.01,-0.01,6967.204841006656
360,0.0,0.0,0.0,0.0,-0.01,0.0,7030.0417104783355
361,0.0,0.0,0.0,0.0,-0.01,0.01,6664.7098161302765
362,0.0,0.0,0.0,0.0,-0.01,-0.01,6664.3468599734015
363,0.0,0.0,0.0,0.0,0.0,-0.01,7028.3997791447055
364,0.0,0.0,0.0,0.0,0.0,0.0,7881.631472773809
365,0.0,0.0,0.0,0.0,0.0,0.01,7027.2090294025
