,order parameter model prediction with depth 6,order parameter model dft value with depth 6,strain model prediction with depth 6,strain model dft value with depth 6,structure metric model prediction with depth 6,order parameter model prediction with depth 10,order parameter model dft value with depth 10,strain model prediction with depth 10,strain model dft value with depth 10,structure metric model prediction with depth 10
149,-3325.0768589591075,-3230.3699992863358,-8047.336544931688,-8388.9131128201,-63.2650819842,-3245.331034389249,-3230.3699992863358,-8395.0096017612,-8388.9131128201,-63.2650819842
150,-3805.7042115391027,-3768.1169973001,-7002.117013829668,-6923.9796548861,1335.471610251,-3784.909358294689,-3768.1169973001,-7179.6287546361,-6923.9796548861,1335.471610251
151,4607.195338099019,4455.078175162384,-10372.273022228366,-10413.517755756,1056.9565381134,4343.922726867363,4455.078175162384,-10379.9066728579,-10413.517755756,1056.9565381134
152,-3286.9699520417307,-3430.9617411457443,-11325.32167914915,-11383.5522347004,-11400.2458901004,-3431.0362482023043,-3430.9617411457443,-11395.8014077522,-11383.5522347004,-11400.2458901004
153,-3944.1089598374742,-3987.2809218064,4421.568205044845,4022.9135447794,23.7956157056,-3965.7245500520007,-3987.2809218064,4126.5011156711,4022.9135447794,23.7956157056
154,4553.617164364443,4343.409842511601,-10395.885322592661,-10383.2417366652,922.9809778824,4402.643639856399,4343.409842511601,-10413.8485936068,-10383.2417366652,922.9809778824
155,4553.617164364443,4582.423345572802,4421.568205044845,4832.1935544684,7503.231423228,4585.1326406641465,4582.423345572802,4852.691618639,4832.1935544684,7503.231423228
156,-7319.410471544669,-7331.835508795044,-11268.544320533807,-11252.4604040882,-3412.4162044921,-7343.955755915689,-7331.835508795044,-11395.4777406576,-11252.4604040882,-3412.4162044921
157,-7319.410471544669,-7339.094633642256,4366.3724326465135,4831.7257366995,-7285.3802570047,-7339.125817015205,-7339.094633642256,4873.4983707189,4831.7257366995,-7285.3802570047
158,-3886.7089258698998,-3905.332928831569,4421.568205044845,4126.44355876,-3905.1843226927,-3843.3553510296015,-3905.332928831569,4183.8017443946,4126.44355876,-3905.1843226927
159,-3805.7042115391027,-3767.100284917264,-11034.952428994817,-11026.0042428675,-11209.4997437556,-3784.909358294689,-3767.100284917264,-11040.5688024403,-11026.0042428675,-11209.4997437556
160,-11258.083858353963,-11255.840078479934,-8904.02507271138,-9057.3062495542,136.2598394955,-11260.288171395025,-11255.840078479934,-9072.0239644919,-9057.3062495542,136.2598394955
161,-7245.613657340139,-7197.729391761489,-9019.088203026467,-9055.5171441514,2832.6795326639,-7211.173381402384,-7197.729391761489,-8917.5879005464,-9055.5171441514,2832.6795326639
162,-7365.90897082548,-7431.361161747649,-8939.63177462277,-9073.6241875583,2033.1163965685,-7482.395320705599,-7431.361161747649,-9055.4200807208,-9073.6241875583,2033.1163965685
163,9695.808507174379,9093.508239372544,-11201.930412839187,-11243.140446073,-926.7434317365,9595.679642851599,9093.508239372544,-11256.5267263684,-11243.140446073,-926.7434317365
164,-57.9440425235441,-188.56691768908897,-13149.330475600656,-13029.2819209744,-3432.0690040028,-192.329800363204,-188.56691768908897,-13015.7744323698,-13029.2819209744,-3432.0690040028
165,-7108.585359094201,-7168.0389532899835,6713.397474722463,6664.815455699,-11343.7502086038,-7145.519546880626,-7168.0389532899835,7027.2090294025,6664.815455699,-11343.7502086038
166,-796.5183849496583,-242.89955000522502,2545.770547279595,2478.3480846601,-3308.5869828211,-287.663241367044,-242.89955000522502,2467.3409636969,2478.3480846601,-3308.5869828211
167,4607.195338099019,4455.015166810001,4366.3724326465135,4126.9434693467,139.4984926587,4403.1681050023835,4455.015166810001,4023.5285510641,4126.9434693467,139.4984926587
168,7578.111048555946,7444.1436648614,-8091.970522235619,-7548.8444000554,7712.8812611061,7503.231423228025,7444.1436648614,-7695.5677236282,-7548.8444000554,7712.8812611061
169,-7462.23517496584,-7425.11913729516,-13149.330475600656,-13274.5842494059,4674.7878166564,-7431.350299878401,-7425.11913729516,-13259.0407167765,-13274.5842494059,4674.7878166564
170,-7245.613657340139,-7352.604945118224,-13212.62203021838,-13274.6038360281,4674.6791051406,-7339.1006304396,-7352.604945118224,-13259.0870062759,-13274.6038360281,4674.6791051406
171,-3944.1089598374742,-4023.4665155016014,-13137.2231134111,-13257.0821231964,7712.1739507923,-3965.681475953649,-4023.4665155016014,-13137.2231134111,-13257.0821231964,7712.1739507923
172,-11093.293248815558,-11108.991782236804,4267.281863645915,4182.6292655625,7502.7758026592,-11122.47368773332,-11108.991782236804,4126.58089950555,4182.6292655625,7502.7758026592
173,-7365.90897082548,-7425.120343663045,-10372.273022228366,-10384.2130529557,-3229.178592043,-7482.395320705599,-7425.120343663045,-10262.6495360297,-10384.2130529557,-3229.178592043
174,7578.111048555946,7888.340652301562,-10672.979482990662,-10414.2620972853,868.0958287332,7703.366203716308,7888.340652301562,-10378.7603301924,-10414.2620972853,868.0958287332
175,1069.2932488573322,1351.8380995572008,-11255.833994431885,-11244.4845691202,-4576.6185635041,1140.2793773285289,1351.8380995572008,-11258.4936343904,-11244.4845691202,-4576.6185635041
176,-57.9440425235441,-164.20231208102498,-11281.245178261268,-11243.3567558124,7502.9966816256,-192.312298964241,-164.20231208102498,-11257.3922805379,-11243.3567558124,7502.9966816256
177,-7365.90897082548,-7475.907780542223,-8904.02507271138,-8917.544461428,6665.148707491,-7482.612958401604,-7475.907780542223,-8919.0745264859,-8917.544461428,6665.148707491
178,945.7144751209228,1057.1982377222248,-9013.858392060238,-9057.1939494427,868.8218424147,1062.657247283776,1057.1982377222248,-9075.3394404598,-9057.1939494427,868.8218424147
179,-4298.4811961181995,-3904.5399371971234,-13182.509616305266,-13254.7808166893,-3430.955063666,-3860.6332103920363,-3904.5399371971234,-13273.1364923918,-13254.7808166893,-3430.955063666
180,-4014.1896913991586,-4045.023854652004,-13272.892597358848,-13150.7290094504,-6968.522390361,-4023.4431730006886,-4045.023854652004,-13272.6095312033,-13150.7290094504,-6968.522390361
181,-4002.3972102073863,-4045.251038834944,2539.2847533985223,2592.576021849,-3293.2553734197,-4033.051663841344,-4045.251038834944,2573.2572405621,2592.576021849,-3293.2553734197
182,-3286.9699520417307,-3411.342020823025,-11044.488452199066,-11025.7144315736,7443.5131479852,-3431.0362482023043,-3411.342020823025,-11025.5766675405,-11025.7144315736,7443.5131479852
